id,accid,canonical,authorship,taxon_rank,class,order,family,genus,subgenus,species,infraspecies,source,flags,valid,source_code,source_valid_code,marine,type,status
2569,0,Munidopsis bispinata,"Miyake & Baba, 1970",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,bispinata,NA,WoRMS,NA,TRUE,240650,NA,1,accepted,accepted
2570,0,Munidopsis bispinoculata,"Baba, 1988",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,bispinoculata,NA,WoRMS,NA,TRUE,392486,NA,1,accepted,accepted
2571,0,Munidopsis bractea,"Ahyong, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,bractea,NA,WoRMS,NA,TRUE,392487,NA,1,accepted,accepted
2572,0,Munidopsis bracteosa,"WJ Jones & Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,bracteosa,NA,WoRMS,NA,TRUE,392488,NA,1,accepted,accepted
2573,0,Munidopsis bradleyi,"WE Pequegnat & LH Pequegnat, 1971",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,bradleyi,NA,WoRMS,NA,TRUE,392489,NA,1,accepted,accepted
2574,0,Munidopsis brasilia,"Poore, 2014",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,brasilia,NA,WoRMS,NA,TRUE,817752,NA,1,accepted,accepted
2575,2577,Munidopsis brevimana,"(A. Milne-Edwards, 1880)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,brevimana,NA,WORMS,NA,FALSE,392927,392490,1,synonym,misspelling
2576,2715,Munidopsis brevimana,"Henderson, 1885",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,brevimana,NA,WORMS,NA,FALSE,392950,392568,1,synonym,junior subjective synonym
2577,0,Munidopsis brevimanus,"(A. Milne-Edwards, 1880)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,brevimanus,NA,WoRMS,NA,TRUE,392490,NA,1,accepted,accepted
2578,0,Munidopsis bruta,"Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,bruta,NA,WoRMS,NA,TRUE,392491,NA,1,accepted,accepted
2579,0,Munidopsis calvata,"Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,calvata,NA,WoRMS,NA,TRUE,392492,NA,1,accepted,accepted
2580,0,Munidopsis camelus,"(Ortmann, 1892)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,camelus,NA,WoRMS,NA,TRUE,392493,NA,1,accepted,accepted
2581,0,Munidopsis carinimarginata,"Baba, 1988",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,carinimarginata,NA,WoRMS,NA,TRUE,392494,NA,1,accepted,accepted
2582,0,Munidopsis carinipes,"Faxon, 1893",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,carinipes,NA,WoRMS,NA,TRUE,392495,NA,1,accepted,accepted
2583,0,Munidopsis carolinensis,"D Dong & X Li, 2021",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,carolinensis,NA,WoRMS,NA,TRUE,1531813,NA,1,accepted,accepted
2584,0,Munidopsis cascadia,"Ambler, 1980",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,cascadia,NA,WoRMS,NA,TRUE,392496,NA,1,accepted,accepted
2585,0,Munidopsis centrina,"Alcock & Anderson, 1894",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,centrina,NA,WoRMS,NA,TRUE,392497,NA,1,accepted,accepted
2586,2585,Munidopsis (Orophorhynchus) centrina,"Alcock & Anderson, 1894",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Orophorhynchus,centrina,NA,WORMS,NA,FALSE,392726,392497,1,synonym,superseded combination
2587,0,Munidopsis ceratophthalma,"Alcock, 1901",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,ceratophthalma,NA,WoRMS,NA,TRUE,392498,NA,1,accepted,accepted
2588,2587,Munidopsis (Orophorhynchus) ceratophthalmus,"Alcock, 1901",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Orophorhynchus,ceratophthalmus,NA,WORMS,NA,FALSE,392727,392498,1,synonym,superseded combination
2589,0,Munidopsis ceres,"Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,ceres,NA,WoRMS,NA,TRUE,392499,NA,1,accepted,accepted
2590,0,Munidopsis chacei,"Kensley, 1968",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,chacei,NA,WoRMS,NA,TRUE,246530,NA,1,accepted,accepted
2591,0,Munidopsis chuni,"Balss, 1913",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,chuni,NA,WoRMS,NA,TRUE,392500,NA,1,accepted,accepted
2592,0,Munidopsis cidaris,"Baba, 1994",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,cidaris,NA,WoRMS,NA,TRUE,392501,NA,1,accepted,accepted
2593,2689,Munidopsis ciliata,"non Wood-Mason, 1891",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,ciliata,NA,WORMS,NA,FALSE,392940,378115,1,synonym,unaccepted
2594,2715,Munidopsis (Orophorhynchus) ciliata,"Wood-Mason in Wood-Mason & Alcock, 1891",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Orophorhynchus,ciliata,NA,WORMS,NA,FALSE,392952,392568,1,synonym,superseded combination
2595,2715,Munidopsis ciliata,"Wood-Mason in Wood-Mason & Alcock, 1891",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,ciliata,NA,WORMS,NA,FALSE,392951,392568,1,synonym,junior subjective synonym
2596,0,Munidopsis cochlearis,"Khodkina, 1973",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,cochlearis,NA,WoRMS,NA,TRUE,392502,NA,1,accepted,accepted
2597,0,Munidopsis colombiana,"WE Pequegnat & LH Pequegnat, 1971",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,colombiana,NA,WoRMS,NA,TRUE,392503,NA,1,accepted,accepted
2598,0,Munidopsis columbae,"Macpherson, Rodriguez-Flores & Machordom, 2017",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,columbae,NA,WoRMS,NA,TRUE,1027767,NA,1,accepted,accepted
2599,0,Munidopsis comarge,"J Taylor, Ahyong & Andreakis, 2010",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,comarge,NA,WoRMS,NA,TRUE,563924,NA,1,accepted,accepted
2600,0,Munidopsis concava,"Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,concava,NA,WoRMS,NA,TRUE,392504,NA,1,accepted,accepted
2601,2521,Munidopsis convexa,"Nöel, 1992",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,convexa,NA,WORMS,NA,FALSE,393156,196020,1,synonym,nomen nudum
2602,0,Munidopsis corniculata,"Rodríguez-Flores, Macpherson & Machordom, 2018",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,corniculata,NA,WoRMS,NA,TRUE,1264257,NA,1,accepted,accepted
2603,0,Munidopsis cornuata,"Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,cornuata,NA,WoRMS,NA,TRUE,392505,NA,1,accepted,accepted
2604,2602,Munidopsis cornuata,"Rodríguez-Flores, Macpherson & Machordom, 2018",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,cornuata,NA,WORMS,NA,FALSE,1346128,1264257,1,synonym,unaccepted
2605,0,Munidopsis crassa,"SI Smith, 1885",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,crassa,NA,WoRMS,NA,TRUE,107174,NA,1,accepted,accepted
2606,2635,Munidopsis crassa,"non Smith, 1885",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,crassa,NA,WORMS,NA,FALSE,393146,196023,1,synonym,unaccepted
2607,0,Munidopsis crenatirostris,"Baba, 1988",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,crenatirostris,NA,WoRMS,NA,TRUE,392506,NA,1,accepted,accepted
2608,0,Munidopsis crinita,"Faxon, 1893",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,crinita,NA,WoRMS,NA,TRUE,392507,NA,1,accepted,accepted
2609,0,Munidopsis cubensis,"Chace, 1942",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,cubensis,NA,WoRMS,NA,TRUE,392508,NA,1,accepted,accepted
2610,0,Munidopsis curvirostra,"Whiteaves, 1874",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,curvirostra,NA,WoRMS,NA,TRUE,107175,NA,1,accepted,accepted
2611,2610,Munidopsis curvirostris,"Whiteaves, 1874",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,curvirostris,NA,WORMS,NA,FALSE,183278,107175,1,synonym,misspelling
2612,0,Munidopsis cylindrophthalma,"(Alcock, 1894)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,cylindrophthalma,NA,WoRMS,NA,TRUE,392509,NA,1,accepted,accepted
2613,2612,Munidopsis (Elasmonotus) cylindrophthalma,"(Alcock, 1894)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Elasmonotus,cylindrophthalma,NA,WORMS,NA,FALSE,392729,392509,1,synonym,superseded combination
2614,2612,Munidopsis (Orophorhynchus) cylindrophthalmus,"(Alcock, 1894)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Orophorhynchus,cylindrophthalmus,NA,WORMS,NA,FALSE,392728,392509,1,synonym,superseded combination
2615,0,Munidopsis cylindropus,"Benedict, 1902",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,cylindropus,NA,WoRMS,NA,TRUE,392510,NA,1,accepted,accepted
2616,0,Munidopsis dasypus,"Alcock, 1894",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,dasypus,NA,WoRMS,NA,TRUE,246531,NA,1,accepted,accepted
2617,2616,Munidopsis (Munidopsis) dasypus,"Alcock, 1894",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis,dasypus,NA,WORMS,NA,FALSE,392730,246531,1,synonym,superseded combination
2618,0,Munidopsis debilis,"(Henderson, 1885)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,debilis,NA,WoRMS,NA,TRUE,392511,NA,1,accepted,accepted
2619,2618,Munidopsis (Munidopsis) debilis,"(Henderson, 1885)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis,debilis,NA,WORMS,NA,FALSE,392731,392511,1,synonym,superseded combination
2620,0,Munidopsis demeter,"Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,demeter,NA,WoRMS,NA,TRUE,392512,NA,1,accepted,accepted
2621,0,Munidopsis dentifalx,"Osawa, CW Lin & TY Chan, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,dentifalx,NA,WoRMS,NA,TRUE,392513,NA,1,accepted,accepted
2622,0,Munidopsis denudata,"Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,denudata,NA,WoRMS,NA,TRUE,392514,NA,1,accepted,accepted
2623,0,Munidopsis depressa,"Faxon, 1893",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,depressa,NA,WoRMS,NA,TRUE,392515,NA,1,accepted,accepted
2624,2469,Munidopsis diomedeae,"(Faxon, 1893)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,diomedeae,NA,WORMS,NA,FALSE,378114,392209,1,synonym,superseded combination
2625,0,Munidopsis dispar,"D Dong, Gan & X Li, 2021",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,dispar,NA,WoRMS,NA,TRUE,1491176,NA,1,accepted,accepted
2626,0,Munidopsis dissimilis,"Osawa, CW Lin & TY Chan, 2013",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,dissimilis,NA,WoRMS,NA,TRUE,743696,NA,1,accepted,accepted
2627,0,Munidopsis dudugera,"Macpherson, Rodriguez-Flores & Machordom, 2020",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,dudugera,NA,WoRMS,NA,TRUE,1446902,NA,1,accepted,accepted
2628,0,Munidopsis echinata,"Osawa, CW Lin & TY Chan, 2008",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,echinata,NA,WoRMS,NA,TRUE,392516,NA,1,accepted,accepted
2629,0,Munidopsis edwardsii,"(Wood-Mason in Wood-Mason & Alcock, 1891)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,edwardsii,NA,WoRMS,NA,TRUE,392517,NA,1,accepted,accepted
2630,2629,Munidopsis (Orophorhynchus) edwardsii,"(Wood-Mason in Wood-Mason & Alcock, 1891)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Orophorhynchus,edwardsii,NA,WORMS,NA,FALSE,392732,392517,1,synonym,superseded combination
2631,0,Munidopsis erinacea,"(A. Milne-Edwards, 1880)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,erinacea,NA,WoRMS,NA,TRUE,392518,NA,1,accepted,accepted
2632,2631,Munidopsis erinaceus,"(A. Milne-Edwards, 1880)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,erinaceus,NA,WORMS,NA,FALSE,421861,392518,1,synonym,misspelling
2633,0,Munidopsis espinis,"Benedict, 1902",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,espinis,NA,WoRMS,NA,TRUE,392519,NA,1,accepted,accepted
2634,0,Munidopsis expansa,"Benedict, 1902",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,expansa,NA,WoRMS,NA,TRUE,392520,NA,1,accepted,accepted
2635,0,Munidopsis exuta,"Macpherson & Segonzac, 2005",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,exuta,NA,WoRMS,NA,TRUE,196023,NA,1,accepted,accepted
2636,0,Munidopsis follirostris,"Khodkina, 1973",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,follirostris,NA,WoRMS,NA,TRUE,392521,NA,1,accepted,accepted
2637,0,Munidopsis formosa,"Wu & TY Chan, 2000",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,formosa,NA,WoRMS,NA,TRUE,392522,NA,1,accepted,accepted
2638,0,Munidopsis geyeri,"LH Pequegnat & WE Pequegnat, 1970",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,geyeri,NA,WoRMS,NA,TRUE,196024,NA,1,accepted,accepted
2639,0,Munidopsis gibbosa,"Baba, 1978",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,gibbosa,NA,WoRMS,NA,TRUE,392523,NA,1,accepted,accepted
2640,0,Munidopsis gilli,"Benedict, 1902",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,gilli,NA,WoRMS,NA,TRUE,392524,NA,1,accepted,accepted
2641,0,Munidopsis glabra,"LH Pequegnat & AB Williams, 1995",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,glabra,NA,WoRMS,NA,TRUE,392525,NA,1,accepted,accepted
2642,0,Munidopsis gladiola,"Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,gladiola,NA,WoRMS,NA,TRUE,392526,NA,1,accepted,accepted
2643,0,Munidopsis goodridgii,"Alcock & Anderson, 1899",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,goodridgii,NA,WoRMS,NA,TRUE,392527,NA,1,accepted,accepted
2644,0,Munidopsis gracilis,"Cubelio, Tsuchida & Watanabe, 2008",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,gracilis,NA,WoRMS,NA,TRUE,392528,NA,1,accepted,accepted
2645,0,Munidopsis granosa,"Alcock, 1901",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,granosa,NA,WoRMS,NA,TRUE,392529,NA,1,accepted,accepted
2646,2645,Munidopsis (Orophorhynchus) granosa,"Alcock, 1901",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Orophorhynchus,granosa,NA,WORMS,NA,FALSE,392733,392529,1,synonym,superseded combination
2647,0,Munidopsis granosicorium,"AB Williams & Baba, 1989",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,granosicorium,NA,WoRMS,NA,TRUE,392530,NA,1,accepted,accepted
2648,0,Munidopsis granulata,"Miyake & Baba, 1967",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,granulata,NA,WoRMS,NA,TRUE,392531,NA,1,accepted,accepted
2649,0,Munidopsis granulens,"Mayo, 1972",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,granulens,NA,WoRMS,NA,TRUE,392532,NA,1,accepted,accepted
2650,0,Munidopsis gulfensis,"LH Pequegnat & WE Pequegnat, 1970",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,gulfensis,NA,WoRMS,NA,TRUE,392533,NA,1,accepted,accepted
2651,0,Munidopsis guochuani,"D Dong, Gan & X Li, 2021",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,guochuani,NA,WoRMS,NA,TRUE,1491177,NA,1,accepted,accepted
2652,0,Munidopsis hamata,"Faxon, 1893",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,hamata,NA,WoRMS,NA,TRUE,392534,NA,1,accepted,accepted
2653,2819,Munidopsis hastifer,"Benedict, 1902",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,hastifer,NA,WORMS,NA,FALSE,392986,392625,1,synonym,junior subjective synonym
2654,0,Munidopsis hemingi,"Alcock & Anderson, 1899",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,hemingi,NA,WoRMS,NA,TRUE,392535,NA,1,accepted,accepted
2655,0,Munidopsis hendersoniana,"Faxon, 1893",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,hendersoniana,NA,WoRMS,NA,TRUE,392536,NA,1,accepted,accepted
2656,0,Munidopsis hirsuta,"WJ Jones & Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,hirsuta,NA,WoRMS,NA,TRUE,392537,NA,1,accepted,accepted
2657,0,Munidopsis hirsutissima,"Balss, 1913",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,hirsutissima,NA,WoRMS,NA,TRUE,392538,NA,1,accepted,accepted
2658,2657,Munidopsis (Munidopsis) hirsutissima,"Balss, 1913",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis,hirsutissima,NA,WORMS,NA,FALSE,392734,392538,1,synonym,superseded combination
2659,0,Munidopsis hirtella,"Macpherson & Segonzac, 2005",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,hirtella,NA,WoRMS,NA,TRUE,389527,NA,1,accepted,accepted
2660,0,Munidopsis hystrix,"Faxon, 1893",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,hystrix,NA,WoRMS,NA,TRUE,392539,NA,1,accepted,accepted
2661,0,Munidopsis inermis,"Faxon, 1893",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,inermis,NA,WoRMS,NA,TRUE,392540,NA,1,accepted,accepted
2662,0,Munidopsis iridis,"Alcock & Anderson, 1899",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,iridis,NA,WoRMS,NA,TRUE,392541,NA,1,accepted,accepted
2663,0,Munidopsis kaiyoae,"Baba, 1974",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,kaiyoae,NA,WoRMS,NA,TRUE,392542,NA,1,accepted,accepted
2664,0,Munidopsis kareenae,"Ahyong, 2013",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,kareenae,NA,WoRMS,NA,TRUE,715004,NA,1,accepted,accepted
2665,0,Munidopsis karukera,"Macpherson, Beuck & Freiwald, 2016",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,karukera,NA,WoRMS,NA,TRUE,881601,NA,1,accepted,accepted
2666,0,Munidopsis keijii,"Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,keijii,NA,WoRMS,NA,TRUE,392543,NA,1,accepted,accepted
2667,0,Munidopsis kensleyi,"Ahyong & Poore, 2004",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,kensleyi,NA,WoRMS,NA,TRUE,388562,NA,1,accepted,accepted
2668,0,Munidopsis kensmithi,"WJ Jones & Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,kensmithi,NA,WoRMS,NA,TRUE,392544,NA,1,accepted,accepted
2669,0,Munidopsis kermadec,"Cubelio, Tsuchida & Watanabe, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,kermadec,NA,WoRMS,NA,TRUE,242556,NA,1,accepted,accepted
2670,0,Munidopsis kexueae,"D Dong, Gan & X Li, 2021",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,kexueae,NA,WoRMS,NA,TRUE,1491178,NA,1,accepted,accepted
2671,0,Munidopsis kucki,"Baba & Camp, 1988",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,kucki,NA,WoRMS,NA,TRUE,392545,NA,1,accepted,accepted
2672,0,Munidopsis kurilensis,"Marin, 2020",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,kurilensis,NA,WoRMS,NA,TRUE,1433418,NA,1,accepted,accepted
2673,0,Munidopsis laciniosa,"Baba, 2005",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,laciniosa,NA,WoRMS,NA,TRUE,392546,NA,1,accepted,accepted
2674,0,Munidopsis laevigata,"(Henderson, 1885)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,laevigata,NA,WoRMS,NA,TRUE,392547,NA,1,accepted,accepted
2675,0,Munidopsis laevisquama,"CW Lin & TY Chan, 2011",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,laevisquama,NA,WoRMS,NA,TRUE,562453,NA,1,accepted,accepted
2676,0,Munidopsis latiangulata,"Osawa, CW Lin & TY Chan, 2006",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,latiangulata,NA,WoRMS,NA,TRUE,390026,NA,1,accepted,accepted
2677,0,Munidopsis laticorpus,"Cubelio, Tsuchida & Watanabe, 2008",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,laticorpus,NA,WoRMS,NA,TRUE,392548,NA,1,accepted,accepted
2678,0,Munidopsis latifrons,"(A. Milne-Edwards, 1880)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,latifrons,NA,WoRMS,NA,TRUE,392549,NA,1,accepted,accepted
2679,0,Munidopsis latimana,"Miyake & Baba, 1966",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,latimana,NA,WoRMS,NA,TRUE,392550,NA,1,accepted,accepted
2680,0,Munidopsis latirostris,"Faxon, 1895",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,latirostris,NA,WoRMS,NA,TRUE,392551,NA,1,accepted,accepted
2681,0,Munidopsis lauensis,"Baba & de Saint Laurent, 1992",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,lauensis,NA,WoRMS,NA,TRUE,242557,NA,1,accepted,accepted
2682,0,Munidopsis laurentae,"Macpherson & Segonzac, 2005",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,laurentae,NA,WoRMS,NA,TRUE,389528,NA,1,accepted,accepted
2683,0,Munidopsis lentigo,"AB Williams & Van Dover, 1983",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,lentigo,NA,WoRMS,NA,TRUE,242561,NA,1,accepted,accepted
2684,0,Munidopsis lenzii,"Balss, 1913",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,lenzii,NA,WoRMS,NA,TRUE,392552,NA,1,accepted,accepted
2685,2684,Munidopsis (Munidopsis) lenzii,"Balss, 1913",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis,lenzii,NA,WORMS,NA,FALSE,392735,392552,1,synonym,superseded combination
2686,0,Munidopsis leptotes,"Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,leptotes,NA,WoRMS,NA,TRUE,392553,NA,1,accepted,accepted
2687,0,Munidopsis levis,"(Alcock & Anderson, 1894)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,levis,NA,WoRMS,NA,TRUE,392554,NA,1,accepted,accepted
2688,2687,Munidopsis (Bathyankyristes) levis,"(Alcock & Anderson, 1894)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Bathyankyristes,levis,NA,WORMS,NA,FALSE,392736,392554,1,synonym,superseded combination
2689,0,Munidopsis lignaria,"AB Williams & Baba, 1989",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,lignaria,NA,WoRMS,NA,TRUE,378115,NA,1,accepted,accepted
2690,0,Munidopsis livida,"(Perrier, 1886)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,livida,NA,WoRMS,NA,TRUE,107176,NA,1,accepted,accepted
2691,2690,Munidopsis lividus,"(Perrier, 1886)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,lividus,NA,WORMS,NA,FALSE,392737,107176,1,synonym,misspelling
2692,2693,Munidopsis longimana,"(A. Milne-Edwards, 1880)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,longimana,NA,WORMS,NA,FALSE,392738,392555,1,synonym,misspelling
2693,0,Munidopsis longimanus,"(A. Milne-Edwards, 1880)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,longimanus,NA,WoRMS,NA,TRUE,392555,NA,1,accepted,accepted
2694,2528,Munidopsis longirostris,"A. Milne-Edwards & Bouvier, 1897",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,longirostris,NA,WORMS,NA,FALSE,392916,107168,1,synonym,junior subjective synonym
2695,0,Munidopsis longispinosa,"Cubelio, Tsuchida & Watanabe, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,longispinosa,NA,WoRMS,NA,TRUE,392556,NA,1,accepted,accepted
2696,0,Munidopsis lophia,"Macpherson, 2007",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,lophia,NA,WoRMS,NA,TRUE,392557,NA,1,accepted,accepted
2697,0,Munidopsis macphersoni,"Ahyong, 2014",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,macphersoni,NA,WoRMS,NA,TRUE,761314,NA,1,accepted,accepted
2698,0,Munidopsis mandelai,"Macpherson, Amon & PF Clark, 2014",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,mandelai,NA,WoRMS,NA,TRUE,746404,NA,1,accepted,accepted
2699,0,Munidopsis margarita,"Faxon, 1893",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,margarita,NA,WoRMS,NA,TRUE,392558,NA,1,accepted,accepted
2700,0,Munidopsis marginata,"(Henderson, 1885)",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,marginata,NA,WoRMS,NA,TRUE,392559,NA,1,accepted,accepted
2701,0,Munidopsis marianica,"AB Williams & Baba, 1989",Species,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,marianica,NA,WoRMS,NA,TRUE,242559,NA,1,accepted,accepted
