id,accid,canonical,authorship,taxon_rank,class,order,family,genus,subgenus,species,infraspecies,source,flags,valid,source_code,source_valid_code,marine,type,status
1268,1267,Eumunida (Eumunida) laevimana,"Gordon, 1930",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunida,laevimana,NA,WORMS,NA,FALSE,392714,392005,1,synonym,superseded combination
1269,0,Eumunida macphersoni,"de Saint Laurent & Poupin, 1996",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,macphersoni,NA,WoRMS,NA,TRUE,392006,NA,1,accepted,accepted
1270,1269,Eumunida (Eumunida) macphersoni,"de Saint Laurent & Poupin, 1996",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunida,macphersoni,NA,WORMS,NA,FALSE,392715,392006,1,synonym,superseded combination
1271,0,Eumunida marginata,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,marginata,NA,WoRMS,NA,TRUE,392007,NA,1,accepted,accepted
1272,1271,Eumunida (Eumunidopsis) marginata,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,marginata,NA,WORMS,NA,FALSE,392716,392007,1,synonym,superseded combination
1273,0,Eumunida minor,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,minor,NA,WoRMS,NA,TRUE,392008,NA,1,accepted,accepted
1274,1273,Eumunida (Eumunidopsis) minor,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,minor,NA,WORMS,NA,FALSE,392717,392008,1,synonym,superseded combination
1275,0,Eumunida multilineata,"de Saint Laurent & Poupin, 1996",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,multilineata,NA,WoRMS,NA,TRUE,392009,NA,1,accepted,accepted
1276,1275,Eumunida (Eumunida) multilineata,"de Saint Laurent & Poupin, 1996",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunida,multilineata,NA,WORMS,NA,FALSE,392718,392009,1,synonym,superseded combination
1277,0,Eumunida multispina,"Komai, Chakraborty, Paramasivam & Gidda, 2019",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,multispina,NA,WoRMS,NA,TRUE,1345996,NA,1,accepted,accepted
1278,0,Eumunida nikko,"Komai & Tsuchida, 2014",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,nikko,NA,WoRMS,NA,TRUE,957102,NA,1,accepted,accepted
1279,0,Eumunida notialis,"M Tavares & Lima, 2019",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,notialis,NA,WoRMS,NA,TRUE,1369621,NA,1,accepted,accepted
1280,0,Eumunida pacifica,"Gordon, 1930",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,pacifica,NA,WoRMS,NA,TRUE,392010,NA,1,accepted,accepted
1281,1280,Eumunida (Eumunida) pacifica,"Gordon, 1930",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunida,pacifica,NA,WORMS,NA,FALSE,392719,392010,1,synonym,superseded combination
1282,1288,Eumunida (Eumunidopsis) parva,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,parva,NA,WORMS,NA,FALSE,392720,392013,1,synonym,superseded combination
1283,1288,Eumunida parva,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,parva,NA,WORMS,NA,FALSE,392011,392013,1,synonym,junior subjective synonym
1284,0,Eumunida picta,"SI Smith, 1883",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,picta,NA,WoRMS,NA,TRUE,158394,NA,1,accepted,accepted
1285,1288,Eumunida proprior,"Baba, 1988",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,proprior,NA,WORMS,NA,FALSE,392758,392013,1,synonym,junior subjective synonym
1286,0,Eumunida similior,"Baba, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,similior,NA,WoRMS,NA,TRUE,392012,NA,1,accepted,accepted
1287,1286,Eumunida (Eumunida) similior,"Baba, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunida,similior,NA,WORMS,NA,FALSE,392721,392012,1,synonym,superseded combination
1288,0,Eumunida smithii,"Henderson, 1885",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,smithii,NA,WoRMS,NA,TRUE,392013,NA,1,accepted,accepted
1289,1288,Eumunida (Eumunidopsis) smithii,"Henderson, 1885",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,smithii,NA,WORMS,NA,FALSE,392722,392013,1,synonym,superseded combination
1290,0,Eumunida spinosa,"Macpherson, 2006",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,spinosa,NA,WoRMS,NA,TRUE,390291,NA,1,accepted,accepted
1291,0,Eumunida spiridonovi,"Macpherson, Rodriguez-Flores & Machordom, 2017",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,spiridonovi,NA,WoRMS,NA,TRUE,1027750,NA,1,accepted,accepted
1292,0,Eumunida squamifera,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,squamifera,NA,WoRMS,NA,TRUE,392014,NA,1,accepted,accepted
1293,0,Eumunida sternomaculata,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,sternomaculata,NA,WoRMS,NA,TRUE,392015,NA,1,accepted,accepted
1294,1293,Eumunida (Eumunida) sternomaculata,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunida,sternomaculata,NA,WORMS,NA,FALSE,392723,392015,1,synonym,superseded combination
1295,0,Eumunida subsolanus,"Baba & Wicksten, 2019",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,subsolanus,NA,WoRMS,NA,TRUE,1332450,NA,1,accepted,accepted
1296,0,Eumunida treguieri,"de Saint Laurent & Poupin, 1996",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,treguieri,NA,WoRMS,NA,TRUE,392016,NA,1,accepted,accepted
1297,1296,Eumunida (Eumunida) treguieri,"de Saint Laurent & Poupin, 1996",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunida,treguieri,NA,WORMS,NA,FALSE,392724,392016,1,synonym,superseded combination
1298,0,Eumunida turbulenta,"Macpherson, Rodriguez-Flores & Machordom, 2020",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,turbulenta,NA,WoRMS,NA,TRUE,1439637,NA,1,accepted,accepted
3106,3375,Eupagurus acantholepis,"Stimpson, 1858",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,acantholepis,NA,WORMS,NA,FALSE,412094,366527,1,synonym,superseded combination
3107,3776,Eupagurus (Eupagurus) alaskensis,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Eupagurus,alaskensis,NA,WORMS,NA,FALSE,412097,366742,1,synonym,junior subjective synonym
3108,3499,Eupagurus (Eupagurus) albus,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Eupagurus,albus,NA,WORMS,NA,FALSE,590298,366645,1,synonym,superseded combination
3109,3500,Eupagurus alcocki,"Balss, 1911",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,alcocki,NA,WORMS,NA,FALSE,590299,366646,1,synonym,superseded combination
3110,3501,Eupagurus (Eupagurus) aleuticus,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Eupagurus,aleuticus,NA,WORMS,NA,FALSE,412095,366647,1,synonym,superseded combination
3111,3504,Eupagurus anachoretes,"Risso, 1827 in",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,anachoretes,NA,WORMS,NA,FALSE,874136,107231,1,synonym,misspelling
3112,3439,Eupagurus anceps,"Forest, 1954",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,anceps,NA,WORMS,NA,FALSE,412096,208728,1,synonym,superseded combination
3113,3507,Eupagurus angustus,"Stimpson, 1858",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,angustus,NA,WORMS,NA,FALSE,590301,366649,1,synonym,superseded combination
3114,3511,Eupagurus annulipes,"Stimpson, 1860",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,annulipes,NA,WORMS,NA,FALSE,412098,158401,1,synonym,superseded combination
3115,3337,Eupagurus anomalus,"Balss, 1913",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,anomalus,NA,WORMS,NA,FALSE,412099,366475,1,synonym,superseded combination
3116,3518,Eupagurus armatus,"(Dana, 1851)",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,armatus,NA,WORMS,NA,FALSE,412100,366655,1,synonym,superseded combination
3117,3701,Eupagurus barbatus,"Ortmann, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,barbatus,NA,WORMS,NA,FALSE,590324,366710,1,synonym,junior subjective synonym
3118,2933,Eupagurus bartletti,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,bartletti,NA,WORMS,NA,FALSE,412101,366143,1,synonym,superseded combination
3119,3529,Eupagurus Benedicti,"Bouvier, 1898",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,Benedicti,NA,WORMS,NA,FALSE,412102,366658,1,synonym,superseded combination
3120,3530,Eupagurus (Trigonochirus) beringanus,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Trigonochirus,beringanus,NA,WORMS,NA,FALSE,412103,366657,1,synonym,superseded combination
3121,3534,Eupagurus bernhardus,"(Linnaeus, 1758)",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,bernhardus,NA,WORMS,NA,FALSE,147467,107232,1,synonym,superseded combination
3122,4120,Eupagurus bicristatus,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,bicristatus,NA,WORMS,NA,FALSE,590360,107243,1,synonym,superseded combination
3123,3442,Eupagurus (Pagurixus) boninensis,"Melin, 1939",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Pagurixus,boninensis,NA,WORMS,NA,FALSE,412104,366559,1,synonym,superseded combination
3124,3542,Eupagurus bouvieri,"Faxon, 1895",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,bouvieri,NA,WORMS,NA,FALSE,412105,366969,1,synonym,superseded combination
3125,3543,Eupagurus brachiomastus,"Thallwitz, 1891",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,brachiomastus,NA,WORMS,NA,FALSE,412106,366660,1,synonym,superseded combination
3126,3544,Eupagurus (Trigonochirus) brandti,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Trigonochirus,brandti,NA,WORMS,NA,FALSE,412107,366661,1,synonym,superseded combination
3127,3547,Eupagurus brevidactylus,"Stimpson, 1858",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,brevidactylus,NA,WORMS,NA,FALSE,411868,366662,1,synonym,nomen nudum
3128,3547,Eupagurus brevidactylus,"Stimpson, 1859",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,brevidactylus,NA,WORMS,NA,FALSE,412108,366662,1,synonym,superseded combination
3129,4135,Eupagurus brevimanus,"Yokoya, 1933",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,brevimanus,NA,WORMS,NA,FALSE,1423517,368033,1,synonym,junior subjective synonym
3130,3937,Eupagurus (Elassochirus) californiensis,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Elassochirus,californiensis,NA,WORMS,NA,FALSE,412109,366817,1,synonym,superseded combination
3131,3458,Eupagurus Campbelli,"Filhol, 1885",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,Campbelli,NA,WORMS,NA,FALSE,412110,366629,1,synonym,junior subjective synonym
3132,3557,Eupagurus (Trigonochirus) capillatus,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Trigonochirus,capillatus,NA,WORMS,NA,FALSE,412111,254489,1,synonym,superseded combination
3133,3561,Eupagurus carneus,"Pocock, 1889",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,carneus,NA,WORMS,NA,FALSE,590303,107233,1,synonym,superseded combination
3134,3566,Eupagurus carpoforaminatus var. nephromma,"Alcock, 1905",Variety,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,carpoforaminatus,var. nephromma,WORMS,NA,FALSE,412670,208741,1,synonym,junior subjective synonym
3135,3563,Eupagurus carpoforaminatus,"Alcock, 1905",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,carpoforaminatus,NA,WORMS,NA,FALSE,412112,366666,1,synonym,superseded combination
3136,3566,Eupagurus cavicarpus,"Paulson, 1875",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,cavicarpus,NA,WORMS,NA,FALSE,412113,208741,1,synonym,superseded combination
3137,3090,Eupagurus cavimanus,"Miers, 1879",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,cavimanus,NA,WORMS,NA,FALSE,412114,366320,1,synonym,superseded combination
3138,3365,Eupagurus (Elassochirus) cervicornis,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Elassochirus,cervicornis,NA,WORMS,NA,FALSE,412115,366518,1,synonym,superseded combination
3139,3568,Eupagurus chevreuxi,"Bouvier, 1896",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,chevreuxi,NA,WORMS,NA,FALSE,412116,107234,1,synonym,superseded combination
3140,3589,Eupagurus chiereghini,"Nardo, 1869",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,chiereghini,NA,WORMS,NA,FALSE,590307,107235,1,synonym,junior subjective synonym
3141,3084,Eupagurus chiltoni,"EF Thompson, 1930",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,chiltoni,NA,WORMS,NA,FALSE,412117,366318,1,synonym,junior subjective synonym
3142,3574,Eupagurus compressipes,"Miers, 1884",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,compressipes,NA,WORMS,NA,FALSE,590305,366668,1,synonym,superseded combination
3143,3637,Eupagurus comptus var. jugosa,"Henderson, 1888",Variety,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,comptus,var. jugosa,WORMS,NA,FALSE,412672,366689,1,synonym,junior subjective synonym
3144,3637,Eupagurus comptus var. latimanus,"Miers, 1881",Variety,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,comptus,var. latimanus,WORMS,NA,FALSE,412673,366689,1,synonym,junior subjective synonym
3145,3575,Eupagurus comptus,"(White, 1847)",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,comptus,NA,WORMS,NA,FALSE,412671,411845,1,synonym,superseded combination
3146,3577,Eupagurus (Trigonochirus) confragosus,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Trigonochirus,confragosus,NA,WORMS,NA,FALSE,412118,366670,1,synonym,superseded combination
3147,3579,Eupagurus constans,"Stimpson, 1858",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,constans,NA,WORMS,NA,FALSE,412119,366672,1,synonym,superseded combination
3148,3347,Eupagurus Cookii,"Filhol, 1884",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,Cookii,NA,WORMS,NA,FALSE,412120,366501,1,synonym,superseded combination
3149,3368,Eupagurus (Elassochirus) corallinus,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Elassochirus,corallinus,NA,WORMS,NA,FALSE,412121,366521,1,synonym,junior subjective synonym
3150,3582,Eupagurus (Trigonochirus) cornutus,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Trigonochirus,cornutus,NA,WORMS,NA,FALSE,412123,366673,1,synonym,superseded combination
3151,3097,Eupagurus (Elassochirus) coronatus,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Elassochirus,coronatus,NA,WORMS,NA,FALSE,412122,366333,1,synonym,superseded combination
3152,3355,Eupagurus crenatus,"Borradaile, 1916",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,crenatus,NA,WORMS,NA,FALSE,412124,366493,1,synonym,junior subjective synonym
3153,3585,Eupagurus criniticornis,"(Dana, 1852)",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,criniticornis,NA,WORMS,NA,FALSE,412125,366674,1,synonym,superseded combination
3154,3589,Eupagurus cuanensis,"(Bell, 1845)",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,cuanensis,NA,WORMS,NA,FALSE,874138,107235,1,synonym,superseded combination
3155,3594,Eupagurus (Elassochirus) curacaoensis,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Elassochirus,curacaoensis,NA,WORMS,NA,FALSE,590308,366675,1,synonym,superseded combination
3156,3597,Eupagurus (Trigonochirus) dalli,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Trigonochirus,dalli,NA,WORMS,NA,FALSE,412126,366676,1,synonym,superseded combination
3157,3602,Eupagurus (Eupagurus) defensus,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Eupagurus,defensus,NA,WORMS,NA,FALSE,590309,366679,1,synonym,superseded combination
3158,3966,Eupagurus deprofundis,"Stebbing, 1924",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,deprofundis,NA,WORMS,NA,FALSE,590349,366890,1,synonym,superseded combination
3159,4250,Eupagurus dimorphus,"Studer, 1883",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,dimorphus,NA,WORMS,NA,FALSE,590413,246465,1,synonym,superseded combination
3160,4019,Eupagurus discoidalis,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,discoidalis,NA,WORMS,NA,FALSE,412127,366931,1,synonym,superseded combination
3161,3612,Eupagurus dissimilis,"A. Milne-Edwards & Bouvier, 1893",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,dissimilis,NA,WORMS,NA,FALSE,590310,366681,1,synonym,superseded combination
3162,3757,Eupagurus dubius,"Ortmann, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,dubius,NA,WORMS,NA,FALSE,412128,366733,1,synonym,junior subjective synonym
3163,3616,Eupagurus edwardsii,"(Dana, 1852)",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,edwardsii,NA,WORMS,NA,FALSE,412129,366682,1,synonym,superseded combination
3164,3084,Eupagurus Edwardsii,"Filhol, 1884",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,Edwardsii,NA,WORMS,NA,FALSE,412130,366318,1,synonym,unaccepted
3165,2888,Eupagurus erosus,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,erosus,NA,WORMS,NA,FALSE,412133,366124,1,synonym,superseded combination
3166,3627,Eupagurus (Pagurillus) exiguus,"Melin, 1939",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Pagurillus,exiguus,NA,WORMS,NA,FALSE,412131,366685,1,synonym,superseded combination
3167,3628,Eupagurus (Eupagurus) exilis,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Eupagurus,exilis,NA,WORMS,NA,FALSE,412132,366686,1,synonym,superseded combination
3168,2898,Eupagurus (Spiropagurus) facetus,"Melin, 1939",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Spiropagurus,facetus,NA,WORMS,NA,FALSE,412134,366133,1,synonym,superseded combination
3169,3632,Eupagurus filholi,"De Man, 1887",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,filholi,NA,WORMS,NA,FALSE,590314,366687,1,synonym,superseded combination
3170,3801,Eupagurus (Eupagurus) floridanus,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Eupagurus,floridanus,NA,WORMS,NA,FALSE,412135,366751,1,synonym,junior subjective synonym
3171,2981,Eupagurus (Catapagurus) fragilis,"Melin, 1939",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Catapagurus,fragilis,NA,WORMS,NA,FALSE,590266,366159,1,synonym,superseded combination
3172,3499,Eupagurus fusco-masculatus,"Bouvier, 1895",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,fusco-masculatus,NA,WORMS,NA,FALSE,412136,366645,1,synonym,junior subjective synonym
3173,3499,Eupagurus fuscomaculatus,"Bouvier, 1895",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,fuscomaculatus,NA,WORMS,NA,FALSE,590316,366645,1,synonym,unaccepted
3174,2889,Eupagurus gibbosimanus,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,gibbosimanus,NA,WORMS,NA,FALSE,412139,366125,1,synonym,superseded combination
3175,3091,Eupagurus (Elassochirus) gilli,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Elassochirus,gilli,NA,WORMS,NA,FALSE,590275,366321,1,synonym,superseded combination
3176,3651,Eupagurus (Eupagurus) gladius,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Eupagurus,gladius,NA,WORMS,NA,FALSE,412137,366691,1,synonym,superseded combination
3177,3654,Eupagurus gordonae,"Forest, 1956",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,gordonae,NA,WORMS,NA,FALSE,590317,366692,1,synonym,superseded combination
3178,3090,Eupagurus gotoi,"Terao, 1913",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,gotoi,NA,WORMS,NA,FALSE,412138,366320,1,synonym,junior subjective synonym
3179,3431,Eupagurus (Paguritta) gracilipes,"Melin, 1939",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Paguritta,gracilipes,NA,WORMS,NA,FALSE,590295,366552,1,synonym,superseded combination
3180,3655,Eupagurus gracilipes,"Stimpson, 1858",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,gracilipes,NA,WORMS,NA,FALSE,412140,366693,1,synonym,superseded combination
3181,3970,Eupagurus gracilipes,"Yokoya, 1933",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,gracilipes,NA,WORMS,NA,FALSE,412141,366894,1,synonym,unaccepted
3182,3656,Eupagurus granosimanus,"Stimpson, 1858",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,granosimanus,NA,WORMS,NA,FALSE,411869,366694,1,synonym,nomen nudum
3183,3656,Eupagurus granosimanus,"Stimpson, 1859",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,granosimanus,NA,WORMS,NA,FALSE,412142,366694,1,synonym,superseded combination
3184,3458,Eupagurus Hectori,"Filhol, 1884",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,Hectori,NA,WORMS,NA,FALSE,412143,366629,1,synonym,superseded combination
3185,3667,Eupagurus hedleyi,"Grant & McCulloch, 1906",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,hedleyi,NA,WORMS,NA,FALSE,412144,366697,1,synonym,superseded combination
3186,3668,Eupagurus (Trigonochirus) hemphilli,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Trigonochirus,hemphilli,NA,WORMS,NA,FALSE,412145,366698,1,synonym,superseded combination
3187,3672,Eupagurus hirsutiusculus,"(Dana, 1851)",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,hirsutiusculus,NA,WORMS,NA,FALSE,412147,366699,1,synonym,superseded combination
3188,3674,Eupagurus hirtimanus,"Miers, 1880",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,hirtimanus,NA,WORMS,NA,FALSE,590319,590318,1,synonym,superseded combination
3189,2890,Eupagurus (Eupagurus) hispidus,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Eupagurus,hispidus,NA,WORMS,NA,FALSE,412146,366126,1,synonym,superseded combination
3190,3683,Eupagurus imaii,"Yokoya, 1939",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,imaii,NA,WORMS,NA,FALSE,412148,366702,1,synonym,superseded combination
3191,3688,Eupagurus (Eupagurus) impressus,"Benedict, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,Eupagurus,impressus,NA,WORMS,NA,FALSE,590320,366704,1,synonym,superseded combination
3192,3693,Eupagurus inermis,"Chevreux & Bouvier, 1892",Species,Malacostraca,Decapoda,Paguridae,Eupagurus,NA,inermis,NA,WORMS,NA,FALSE,590321,366706,1,synonym,superseded combination
